,Forward likelihoods
R_1,142.721970739
R_2,82.6731646848
R_3,1.72633975357
R_4,8.27064743073
R_5,8.27057564928
R_6,3.16167107604
R_7,5.45809003788
R_8,373.346528841
R_9,3.16165460295
