,Backward Entropy Production
R_1,0.000126777753805
R_2,0.00020838583459
R_3,0.00642468846443
R_4,0.00164149943722
R_5,0.00164151201949
R_6,0.0038115864082
R_7,0.00236658402434
R_8,5.25496940243e-05
R_9,0.00381160365368
