,Normalized absolute activities
A,4.01522819338e-06
B,7.09002036494e-11
C,1.03725274754e-06
D,1.54451809138e-08
E,0.000633109395078
F,2.79343652881e-16
A_ext,0.880234973196
D_ext,6.49590620332e-15
E_ext,0.119126849412
F_ext,1.61017416409e-17
