,Entropy of Concentrations
A,0.0187264577759
B,0.000827579664461
C,0.0231982980103
D,0.0110761074281
E,0.162305296773
F,0.000164257880682
A_ext,0.35556819193
D_ext,5.73296114793e-05
E_ext,0.35556819193
F_ext,5.73296114793e-05
