,log Q_r
R_1,-4.96089847717
R_2,-3.6081038751
R_3,0.260787766591
R_4,-0.499130423916
R_5,-2.11270411354
R_6,2.07606402809
R_7,-0.890307734287
R_8,-5.92250702011
R_9,-1.15109549909
