,log Q_r
R_1,-7.35277377618
R_2,-3.76083840514
R_3,-0.498736848224
R_4,6.86325143442
R_5,-4.81299681235
R_6,9.81852636498
R_7,3.29432325115
R_8,3.605170196
R_9,3.60517019599
