,Reaction Entropy Production
R_1,7.10109305628e-06
R_2,1.27448606638e-08
R_3,4.39349104971e-06
R_4,0.0924234103567
R_5,0.0673961720451
R_6,2.94949375885e-09
R_7,0.190750218918
R_8,3.19668878119e-09
R_9,0.0390768307798
