,Net probabilities
R_1,4.88666028429e-07
R_2,5.85104972209e-10
R_3,2.91993515517e-07
R_4,-0.902679369048
R_5,0.0163949847282
R_6,-4.0799292816e-12
R_7,-0.0728070100052
R_8,5.51516640637e-11
R_9,-0.00811785469757
