,Forward Log likelihoods
R_1,8.96033268371
R_2,2.24399624578
R_3,8.44538502059
R_4,-23.3895313548
R_5,19.3811394163
R_6,-0.0325055147342
R_7,-20.8719761793
R_8,0.426437809938
R_9,-18.6782298569
