,fullS*net_flux
A,0.0562826719103
B,14.8202769162
C,0.0589910459871
D,-25.4894251167
E,11.9977365853
F,-1.92471871996e-07
A_ext,-4.02018927775
D_ext,6.49394462727
E_ext,-2.72715968749
F_ext,-1.19045757221
