,Absolute activities
A,1.07737700914e-08
B,1.3027810063e-13
C,4.2348706352e-10
D,2.01794671211e-07
E,6.96899308926e-07
F,5.00198980506e-10
A_ext,0.887854597798
D_ext,0.00153541256117
E_ext,0.105883413506
F_ext,3.80590722802e-06
