,Net flux
R_1,4.02018927775
R_2,3.16878448903
R_3,0.795122116819
R_4,-9.27057689779
R_5,2.72715968749
R_6,-1.19045776468
R_7,-0.454326693846
R_8,6.49394462727
R_9,-1.19045757221
