,fullS*net_probabilities
A,1.9608740794e-07
B,0.902679369642
C,0.0728073019947
D,-1.87816574816
E,0.919074353777
F,0.00811785469349
A_ext,-4.88666028429e-07
D_ext,5.51516640637e-11
E_ext,-0.0163949847282
F_ext,-0.00811785469757
