,Forward likelihoods
R_1,7787.94795464
R_2,9.43094445363
R_3,4653.54707951
R_4,6.95113300174e-11
R_5,261289466.112
R_6,0.968017111459
R_7,8.618187111e-10
R_8,1.53179126179
R_9,7.72943663805e-09
