,Forward probabilities
R_1,4.88666036486e-07
R_2,5.91758223517e-10
R_3,2.91993529e-07
R_4,4.36158874306e-21
R_5,0.0163949847282
R_6,6.07396310123e-11
R_7,5.40760590821e-20
R_8,9.61144538949e-11
R_9,4.84994659465e-19
