,Log Concentrations
A,-7.40075658892
B,-11.1615949941
C,-7.89949343714
D,-4.60517018599
E,-4.91199681235
F,-4.60517018599
A_ext,-0.0479828127362
D_ext,-0.999999989992
E_ext,-0.099000000003
F_ext,-0.99999999
