,Backward Entropy Production
R_1,2.61463405106e-13
R_2,1.71227513212e-10
R_3,4.30628985225e-13
R_4,0.0924234103567
R_5,1.02956004776e-17
R_6,1.5206288809e-09
R_7,0.190750218918
R_8,9.79762631979e-10
R_9,0.0390768307798
