,Net likelihoods
R_1,7787.94782624
R_2,9.32491053466
R_3,4653.54686462
R_4,-14386143953.1
R_5,261289466.112
R_6,-0.0650224786076
R_7,-1160336840.13
R_8,0.878960797907
R_9,-129375534.962
