,Normalized Concentrations
A,0.000232859013716
B,5.41728503522e-06
C,0.000141414646601
D,0.00381242055247
E,0.00280509575784
F,0.00381242055248
A_ext,0.363380929382
D_ext,0.140251115639
E_ext,0.345307211532
F_ext,0.140251115638
