,Entropy
A,1.98543719628e-07
B,3.88295279295e-12
C,9.18125699063e-09
D,3.12466885117e-06
E,9.92323777931e-06
F,1.07607120481e-08
A_ext,0.101886739754
D_ext,0.00998776432786
E_ext,0.238376812139
F_ext,4.77009732519e-05
