,Backward rate
R_1,0.00051627278122
R_2,0.375851662462
R_3,0.000170900391384
R_4,9.27057689844
R_5,1.04373120681e-08
R_6,37.2217088263
R_7,0.454326694238
R_8,12.2114541812
R_9,1.19045758141
