,Backward probabilities
R_1,8.05686477198e-15
R_2,6.653251308e-12
R_3,1.34835733795e-14
R_4,0.902679369048
R_5,2.40141496921e-19
R_6,6.48195602939e-11
R_7,0.0728070100052
R_8,4.09627898311e-11
R_9,0.00811785469757
