,Concentrations
A,0.000610790468969
B,1.42095683324e-05
C,0.000370931392942
D,0.00999999999997
E,0.00735778154385
F,0.00999999999999
A_ext,0.95315016898
D_ext,0.367879444853
E_ext,0.905742708021
F_ext,0.36787944485
