,Backward likelihoods
R_1,0.0165646527618
R_2,0.0274107927495
R_3,0.0417708318076
R_4,0.0586835121145
R_5,0.0586835048389
R_6,0.101646773469
R_7,0.0297049450293
R_8,0.0147899957657
R_9,0.101646756824
