,Thermodynamic driving force
R_1,10.177618410631236
R_2,8.921890787120219
R_3,7.895561023632501
R_4,7.056489538706847
R_5,7.05648454646868
R_6,5.654209336980659
R_7,8.729958285786022
R_8,10.465975073511517
R_9,5.654200505777115
