,Forward rate
R_1,60.68979994630819
R_2,37.25177360245771
R_3,24.491430255930986
R_4,17.58400457572054
R_5,17.584006332034182
R_6,10.950734532786464
R_7,34.32910116422785
R_8,67.36157935200558
R_9,10.950737888510375
