,Forward Log likelihoods
R_1,4.095712107244226
R_2,3.5942836211405993
R_3,3.1673904010910934
R_4,2.8257435690522157
R_5,2.8257436315730406
R_6,2.2900286249700117
R_7,3.5117580973463465
R_8,4.206491396498978
R_9,2.2900292425240774
