,Forward probabilities
R_1,0.21864387943454053
R_2,0.13242491411030072
R_3,0.08641165640366083
R_4,0.061404047105468436
R_5,0.06140405094450024
R_6,0.03593676271780031
R_7,0.12193526327967921
R_8,0.24425764105933762
R_9,0.0359367849107011
