,Net flux
R_1,60.25890338809658
R_2,36.39192730880063
R_3,23.86697771165519
R_4,16.885707979951498
R_5,16.88570989428252
R_6,9.753106839967998
R_7,33.62008450186667
R_8,67.39150579199475
R_9,9.753108346953375
