,Forward likelihoods
R_1,71.1013808075
R_2,66.4715713797
R_3,4.83777498185
R_4,47.613564132
R_5,47.6132793468
R_6,9.53709724313
R_7,14.1346016623
R_8,109.258675177
R_9,9.53734489242
