,Normalized Concentrations
A,0.00700470518305
B,0.000239673700866
C,0.00325376274821
D,0.000517289392669
E,0.0104304905942
F,4.66625066732e-05
A_ext,0.489248815449
D_ext,4.89248815449e-06
E_ext,0.489248815449
F_ext,4.89248815449e-06
