,Backward likelihoods
R_1,0.0140644244689
R_2,0.0150440252764
R_3,0.206706596266
R_4,0.0210024184963
R_5,0.0210025441162
R_6,0.104853707004
R_7,0.0707483680043
R_8,0.00915259130119
R_9,0.104850984344
