,Backward rate
R_1,1.01406442447
R_2,1.01504402528
R_3,1.20670659627
R_4,1.0210024185
R_5,1.02100254412
R_6,1.104853707
R_7,1.070748368
R_8,1.0091525913
R_9,1.10485098434
