,fullS*net_probabilities
A,-7.33851012779e-07
B,-1.36976268866e-06
C,-1.42214714141e-06
D,-1.43394539009e-06
E,-7.48440293186e-07
F,-6.57709225329e-07
A_ext,-0.186741296471
D_ext,0.286990683071
E_ext,-0.125021507695
F_ext,0.0247784869507
