,fullS*forward_rate
A,-1.21013429119
B,-2.21623033913
C,1.24302714545
D,2.10480553304
E,0.0
F,0.0
A_ext,-70.8640461247
D_ext,107.883112765
E_ext,-47.4632712455
F_ext,10.5227365571
