,Normalized Concentrations
A,0.00700194905171
B,0.000240292665266
C,0.0032811390255
D,0.000522855611993
E,0.0105284126275
F,4.6583751187e-05
A_ext,0.489184491789
D_ext,4.89184491789e-06
E_ext,0.489184491789
F_ext,4.89184491789e-06
