,Backward rate
R_1,1.00627276733
R_2,1.00925725174
R_3,1.01834463665
R_4,1.00880710033
R_5,1.00848066956
R_6,2.00149115609
R_7,1.01602836341
R_8,1.00337111284
R_9,1.29638951836
