,Backward probabilities
R_1,6.83171987568e-06
R_2,1.008214514e-05
R_3,1.99792869953e-05
R_4,9.59188173296e-06
R_5,9.23636342698e-06
R_6,0.0010907318371
R_7,1.74566157326e-05
R_8,3.67150531372e-06
R_9,0.000322800138467
