,fullS*net_probabilities
A,-0.00337042440007
B,-0.00600732099712
C,-0.00858527594912
D,-0.00782994519842
E,0.00476026706472
F,-0.00335502823913
A_ext,-0.173617941783
D_ext,0.323067035112
E_ext,-0.128413148207
F_ext,0.00335178259773
