,Backward likelihoods
R_1,0.0062727673326
R_2,0.00925725173563
R_3,0.0183446366469
R_4,0.00880710033308
R_5,0.00848066955774
R_6,1.00149115609
R_7,0.0160283634133
R_8,0.00337111284017
R_9,0.296389518361
