,Entropy
A,0.00332697557692
B,1.23964251801e-08
C,5.04127568209e-05
D,5.0809399884e-09
E,7.40168148937e-05
F,2.56086601389e-13
A_ext,0.112135560703
D_ext,2.12246629168e-13
E_ext,0.253477009267
F_ext,6.22736469401e-16
