,Thermodynamic driving force
R_1,7.62651831276
R_2,13.5089318678
R_3,4.66021343468
R_4,11.1369318093
R_5,9.86840515205
R_6,2.36215494867
R_7,9.78366182351
R_8,10.4696442682
R_9,6.19371427676
