,Forward Log likelihoods
R_1,5.07153766085
R_2,4.68234806318
R_3,3.99841802803
R_4,4.7321970268
R_5,4.76996587501
R_6,-0.00149004541935
R_7,4.13339541281
R_8,5.69251236949
R_9,1.21608074934
