,Forward Entropy Production
R_1,0.303992459535
R_2,0.251774875033
R_3,0.167657555669
R_4,0.258479228955
R_5,0.263578027741
R_6,0.00742088235746
R_7,0.182714350852
R_8,0.365032446112
R_9,0.0206008708626
