,fullS*forward_rate
A,-4.1159946604
B,-9.51835066517
C,-5.87904483847
D,-5.15904915184
E,4.37046866642
F,-2.37542741225
A_ext,-160.419271747
D_ext,297.637949369
E_ext,-118.915218037
F_ext,4.37393847639
