,fullS*net_likelihood
A,-3.09466553935
B,-5.5158185044
C,-7.88285226779
D,-7.18932060308
E,4.37079509719
F,-3.08052904997
A_ext,-159.41299898
D_ext,296.634578256
E_ext,-117.906737367
F_ext,3.07754895803
