,Forward probabilities
R_1,0.173624773503
R_2,0.117649151008
R_3,0.0593692766079
R_4,0.123662473024
R_5,0.12842238457
R_6,0.0010874861957
R_7,0.0679487842443
R_8,0.323070706617
R_9,0.00367458273619
