,Reaction Entropy Production
R_1,0.304073715561
R_2,0.251890867537
R_3,0.167873747827
R_4,0.258590059249
R_5,0.263685099013
R_6,0.0148606621235
R_7,0.1829056019
R_8,0.365078394666
R_9,0.0231956924134
