,Backward Log likelihoods
R_1,-5.635291698782573
R_2,-5.6270347507288
R_3,-0.9847510126765839
R_4,0.07226292819286236
R_5,0.0722629284291862
R_6,-4.934446884269488
R_7,-4.950883420974144
R_8,-4.94883398233382
R_9,-4.934446884686636
