,Thermodynamic driving force
R_1,13.978200907080973
R_2,13.957702530960379
R_3,2.4503679454515654
R_4,-1.490883030715627
R_5,-1.4908851513816943
R_6,12.25084262625127
R_7,12.291483308709077
R_8,12.246619416006869
R_9,12.250841724051652
