,fullS*forward_rate
A,-1.3725630257922394
B,-3.742224274565501
C,1.3726490329315197
D,5.462918833594841
E,-1.4612004051173244e-07
F,-2.1566899022218422e-07
A_ext,-281.96293941731324
D_ext,140.91174963097023
E_ext,-1.5775278619957738
F_ext,140.9079374439592
