,Forward Log likelihoods
R_1,5.636140874710023
R_2,5.6278628439874145
R_3,0.9873116765415658
R_4,-0.2614922639560684
R_5,-0.2614925562172104
R_6,4.936654774805697
R_7,4.953110576615349
R_8,4.945612434702216
R_9,4.936654775924247
