,Backward probabilities
R_1,3.1517548572562314e-06
R_2,3.1779026192140786e-06
R_3,0.0003298879813182682
R_4,0.001533304526487877
R_5,0.0015333049144285013
R_6,6.329350046613701e-06
R_7,6.226471115854051e-06
R_8,6.329177580533159e-06
R_9,6.329350036856966e-06
