,Forward likelihoods
R_1,280.14062207163886
R_2,277.83703887846144
R_3,2.677145226205502
R_4,0.9302862651659236
R_5,0.9302862649460747
R_6,138.9962402591413
R_7,141.2997359506282
R_8,141.01044735277446
R_9,138.99624031712324
