,Forward probabilities
R_1,0.248900564357
R_2,0.24686084459
R_3,0.0023719808277
R_4,0.00067666525404
R_5,0.000676665133266
R_6,0.12367917289
R_7,0.125718815642
R_8,0.124742965646
R_9,0.123679172971
