,fullS*backward_rate
A,-1.3725627637718263
B,-3.742224153310156
C,1.372649414126559
D,5.462919526257075
E,4.3809045546794323e-07
F,1.1018297385589904e-11
A_ext,-1.003559188276126
D_ext,1.0071473625527347
E_ext,-2.7315181929825534
F_ext,1.0071475573028195
