,Forward rate
R_1,282.10971435606757
R_2,279.7947761330301
R_3,3.6871145257216242
R_4,1.548034983925982
R_5,1.548034752103727
R_6,141.04106836238043
R_7,143.35592072179512
R_8,140.80271738576707
R_9,141.04106871843746
