,Backward likelihoods
R_1,0.00356658222201
R_2,0.00359605157051
R_3,0.374254427993
R_4,1.3119106125
R_5,1.31191084665
R_6,0.00717763797364
R_7,0.00706118907777
R_8,0.00711642795478
R_9,0.00717763796891
