,Backward rate
R_1,1.00135074071
R_2,1.00138375819
R_3,1.05643396256
R_4,1.00142304295
R_5,1.00142305465
R_6,1.09900321663
R_7,1.03613332912
R_8,1.00069779581
R_9,1.09843080462
