,fullS*backward_rate
A,-1.05646698004
B,-2.19804571801
C,1.11930385007
D,2.0382816192
E,1.1705919345e-08
F,0.000572412002452
A_ext,-1.00135074071
D_ext,1.00069779581
E_ext,-1.00142305465
F_ext,1.09843080462
