,Backward Entropy Production
R_1,4.63570355001e-06
R_2,4.74136708825e-06
R_3,0.000145451597078
R_4,4.8668526937e-06
R_5,4.86689004806e-06
R_6,0.000242427184099
R_7,9.68178988761e-05
R_8,2.50034121137e-06
R_9,0.000241156213253
