,fullS*net_flux
A,0.0015634633638
B,-0.0531813021578
C,0.0259241401259
D,-0.00801675290791
E,-0.00578051885691
F,-0.0593116612118
A_ext,-740.333188914
D_ext,1433.08327792
E_ext,-702.712276742
F_ext,10.0609903625
