,Forward Log likelihoods
R_1,6.60710216465
R_2,6.58295215661
R_3,2.87468412866
R_4,6.55495777989
R_5,6.55494955395
R_6,2.31260293819
R_7,3.32053959525
R_8,7.26758402745
R_9,2.31840146878
