,log Q_r
R_1,-4.14192790351
R_2,-4.0632113334
R_3,-1.80245738122
R_4,-3.2390470039
R_5,-4.96648023417
R_6,1.09044075337
R_7,-2.26094795277
R_8,-3.30759222747
R_9,-2.13747302924
